transaction_id,transaction_date,store_code,account_number,amount_local,currency,document_number,description
118,2025-11-19,NO002,5100,-4291.5,NOK,DOC-2025-000118,Rent Expense - Safe partner.
119,2026-10-15,EC_SE,5200,-4552.31,NOK,DOC-2026-000119,Marketing Expense - Member billion decade.
120,2025-10-16,EC_NO,4000,-7965.94,NOK,DOC-2025-000120,Cost of Goods Sold - However parent off weight.
121,2026-04-12,SE001,7000,-4177.78,NOK,DOC-2026-000121,Interest Expense - Author environment.
122,2025-07-20,NO001,7000,-1860.13,NOK,DOC-2025-000122,Interest Expense - Table relate.
123,2026-11-12,SE001,5000,-5990.72,NOK,DOC-2026-000123,Salaries & Wages - Hot unit.
124,2025-10-08,EC_SE,5100,-3037.68,NOK,DOC-2025-000124,Rent Expense - Animal citizen last friend.
125,2025-08-30,EC_NO,4000,-4174.73,NOK,DOC-2025-000125,Cost of Goods Sold - Article discussion.
126,2025-06-24,NO001,3000,3476.81,NOK,DOC-2025-000126,Product Sales - International level defense.
127,2026-12-14,SE001,4000,-5604.52,NOK,DOC-2026-000127,Cost of Goods Sold - Officer measure.
128,2025-09-07,NO002,3000,9552.98,NOK,DOC-2025-000128,Product Sales - Show organization.
129,2026-01-11,NO001,5200,-7685.0,NOK,DOC-2026-000129,Marketing Expense - Customer truth.
130,2025-02-24,SE001,3000,7899.23,NOK,DOC-2025-000130,Product Sales - Order adult.
131,2025-07-30,NO002,7000,-3545.74,NOK,DOC-2025-000131,Interest Expense - That learn.
132,2025-11-05,NO002,5200,-4885.76,NOK,DOC-2025-000132,Marketing Expense - Yes gas month.
133,2025-01-07,NO002,3000,11609.58,NOK,DOC-2025-000133,Product Sales - Short drug.
134,2026-05-16,NO002,7000,-4657.0,NOK,DOC-2026-000134,Interest Expense - Conference.
135,2026-03-08,NO002,4000,-7401.62,NOK,DOC-2026-000135,Cost of Goods Sold - Test.
136,2025-01-27,SE001,4000,-5732.7,NOK,DOC-2025-000136,Cost of Goods Sold - Stage serious seem.
137,2026-09-29,EC_NO,5000,-2681.98,NOK,DOC-2026-000137,Salaries & Wages - War skin be.
138,2025-10-04,NO003,5100,-3518.88,NOK,DOC-2025-000138,Rent Expense - Ready few.
139,2026-10-07,NO001,5000,-2403.1,NOK,DOC-2026-000139,Salaries & Wages - Social population.
140,2026-04-02,NO001,4000,-3356.51,NOK,DOC-2026-000140,Cost of Goods Sold - Whatever keep yard.
141,2026-04-30,EC_NO,7000,-6877.6,NOK,DOC-2026-000141,Interest Expense - Word.
142,2026-05-11,NO003,3000,8337.65,NOK,DOC-2026-000142,Product Sales - Door.
143,2025-03-06,SE002,5100,-4962.58,NOK,DOC-2025-000143,Rent Expense - Picture task.
144,2026-12-29,EC_SE,3000,8178.51,NOK,DOC-2026-000144,Product Sales - Think just.
145,2025-03-19,NO003,4000,-1791.02,NOK,DOC-2025-000145,Cost of Goods Sold - Not much that.
146,2025-06-24,SE002,5100,-8878.26,NOK,DOC-2025-000146,Rent Expense - Base future issue.
147,2026-07-12,EC_SE,5200,-705.79,NOK,DOC-2026-000147,Marketing Expense - Knowledge.
148,2025-06-09,SE002,7000,-8050.4,NOK,DOC-2025-000148,Interest Expense - Arm cover remember.
149,2025-03-06,NO003,4000,-4600.38,NOK,DOC-2025-000149,Cost of Goods Sold - Address science fly.
150,2025-05-13,NO003,5100,-4718.1,NOK,DOC-2025-000150,Rent Expense - Church huge.
151,2025-03-25,NO002,5100,-2194.41,NOK,DOC-2025-000151,Rent Expense - Throughout behind military.
152,2025-05-06,NO002,5000,-2533.66,NOK,DOC-2025-000152,Salaries & Wages - Reach better.
153,2025-11-06,EC_SE,5000,-1215.01,NOK,DOC-2025-000153,Salaries & Wages - Subject.
154,2026-10-27,NO003,4000,-1581.45,NOK,DOC-2026-000154,Cost of Goods Sold - Where charge.
155,2026-07-14,SE002,7000,-3044.89,NOK,DOC-2026-000155,Interest Expense - Probably spring apply.
156,2025-04-03,SE002,5100,-7665.79,NOK,DOC-2025-000156,Rent Expense - Final customer provide.
157,2025-11-26,SE001,3000,7126.14,NOK,DOC-2025-000157,Product Sales - Amount.
158,2026-02-24,NO001,5000,-7320.74,NOK,DOC-2026-000158,Salaries & Wages - Deep focus.
159,2025-07-24,NO002,5200,-8558.67,NOK,DOC-2025-000159,Marketing Expense - Speak right audience.
160,2025-02-05,SE002,3000,9361.23,NOK,DOC-2025-000160,Product Sales - Behind set offer.
161,2026-04-21,NO002,5100,-1021.48,NOK,DOC-2026-000161,Rent Expense - Fast service.
162,2025-11-24,NO003,4000,-6311.05,NOK,DOC-2025-000162,Cost of Goods Sold - Perform speak.
163,2025-12-07,EC_SE,5000,-1370.55,NOK,DOC-2025-000163,Salaries & Wages - Compare blue face.
164,2026-02-06,SE001,4000,-4651.38,NOK,DOC-2026-000164,Cost of Goods Sold - International.
165,2026-06-03,SE001,5200,-8754.91,NOK,DOC-2026-000165,Marketing Expense - Skill within.
166,2026-05-08,NO003,5000,-3298.38,NOK,DOC-2026-000166,Salaries & Wages - Way value.
167,2026-01-04,NO001,5000,-8243.78,NOK,DOC-2026-000167,Salaries & Wages - Language list decade view.
168,2025-09-24,EC_SE,3000,2447.62,NOK,DOC-2025-000168,Product Sales - Certain place spring.
169,2025-04-01,NO003,5100,-8301.23,NOK,DOC-2025-000169,Rent Expense - Standard live.
170,2025-05-16,NO002,7000,-8104.59,NOK,DOC-2025-000170,Interest Expense - War simply trouble.
171,2025-10-30,EC_NO,5100,-5292.51,NOK,DOC-2025-000171,Rent Expense - Republican itself factor.
172,2025-09-01,NO002,4000,-771.52,NOK,DOC-2025-000172,Cost of Goods Sold - Agency popular.
173,2026-01-26,SE001,3000,6274.66,NOK,DOC-2026-000173,Product Sales - Market evening.
174,2026-09-29,NO003,5000,-8980.2,NOK,DOC-2026-000174,Salaries & Wages - Amount author language.
175,2026-03-14,NO001,7000,-2239.36,NOK,DOC-2026-000175,Interest Expense - Movie wife.
176,2026-12-27,SE002,5000,-6313.13,NOK,DOC-2026-000176,Salaries & Wages - Country federal.
177,2026-11-30,EC_SE,5200,-4262.16,NOK,DOC-2026-000177,Marketing Expense - Bed outside.
178,2026-08-23,NO002,4000,-7747.37,NOK,DOC-2026-000178,Cost of Goods Sold - However leave long.
179,2025-12-13,NO002,7000,-7055.19,NOK,DOC-2025-000179,Interest Expense - Up difficult authority.
180,2026-05-11,NO002,7000,-8940.46,NOK,DOC-2026-000180,Interest Expense - Old clearly low.
181,2025-07-09,NO002,4000,-6346.11,NOK,DOC-2025-000181,Cost of Goods Sold - Make vote score mouth.
182,2025-01-07,NO003,5000,-7177.37,NOK,DOC-2025-000182,Salaries & Wages - Former travel feeling.
183,2026-03-18,EC_SE,7000,-1726.8,NOK,DOC-2026-000183,Interest Expense - American day approach.
184,2025-06-08,SE001,7000,-2788.0,NOK,DOC-2025-000184,Interest Expense - Lead agent.
185,2025-11-22,EC_NO,5200,-8308.43,NOK,DOC-2025-000185,Marketing Expense - Box everybody science.
186,2026-02-23,SE001,7000,-5923.98,NOK,DOC-2026-000186,Interest Expense - Would reveal wish.
187,2025-05-25,EC_SE,4000,-7475.0,NOK,DOC-2025-000187,Cost of Goods Sold - Coach best nature.
188,2026-04-04,SE001,3000,6648.67,NOK,DOC-2026-000188,Product Sales - Responsibility moment during.
189,2026-02-24,EC_SE,4000,-3359.63,NOK,DOC-2026-000189,Cost of Goods Sold - Course performance.
190,2025-06-10,NO001,7000,-4965.58,NOK,DOC-2025-000190,Interest Expense - School imagine sure.
191,2026-09-30,SE002,5000,-2257.31,NOK,DOC-2026-000191,Salaries & Wages - Ago spend check.
192,2025-04-27,NO003,5200,-7776.19,NOK,DOC-2025-000192,Marketing Expense - Same themselves like.
193,2026-10-11,SE001,7000,-784.75,NOK,DOC-2026-000193,Interest Expense - Occur behavior compare.
194,2025-01-21,SE002,3000,3975.35,NOK,DOC-2025-000194,Product Sales - Memory well close level.
195,2026-02-20,EC_SE,3000,6976.07,NOK,DOC-2026-000195,Product Sales - Ever wish sport thing.
196,2025-06-28,NO002,3000,4405.33,NOK,DOC-2025-000196,Product Sales - Participant game.
197,2026-10-23,NO001,4000,-1720.27,NOK,DOC-2026-000197,Cost of Goods Sold - Century case today.
198,2026-11-08,SE002,5100,-1406.64,NOK,DOC-2026-000198,Rent Expense - Heart officer entire.
199,2026-11-04,NO002,4000,-963.42,NOK,DOC-2026-000199,Cost of Goods Sold - Member each take.
200,2025-02-27,SE001,4000,-3465.83,NOK,DOC-2025-000200,Cost of Goods Sold - Sing security.
201,2026-10-08,EC_SE,3000,11856.59,NOK,DOC-2026-000201,Product Sales - White culture whether.
202,2025-11-05,NO001,3000,2378.44,NOK,DOC-2025-000202,Product Sales - Compare late former.
203,2025-02-26,SE002,5000,-8030.69,NOK,DOC-2025-000203,Salaries & Wages - Win Mrs for.
204,2025-04-21,NO003,4000,-5226.22,NOK,DOC-2025-000204,Cost of Goods Sold - Network arm tree coach.
205,2025-04-12,NO003,5000,-3208.97,NOK,DOC-2025-000205,Salaries & Wages - Miss course born Republican.
206,2026-10-08,EC_SE,3000,1607.77,NOK,DOC-2026-000206,Product Sales - Analysis audience record.
207,2026-02-02,NO001,3000,6279.29,NOK,DOC-2026-000207,Product Sales - Receive themselves see.
208,2025-08-23,NO003,5100,-7171.42,NOK,DOC-2025-000208,Rent Expense - Chance.
209,2025-09-28,NO001,5000,-3064.85,NOK,DOC-2025-000209,Salaries & Wages - Individual medical.
210,2025-08-06,EC_SE,3000,2337.5,NOK,DOC-2025-000210,Product Sales - Dinner upon.
211,2026-09-10,NO003,5200,-3140.33,NOK,DOC-2026-000211,Marketing Expense - Market serious.
212,2026-10-02,EC_NO,5100,-1673.19,NOK,DOC-2026-000212,Rent Expense - Scene but yourself.
213,2026-07-26,EC_NO,3000,6850.98,NOK,DOC-2026-000213,Product Sales - Garden energy.
214,2026-06-02,SE002,4000,-8024.79,NOK,DOC-2026-000214,Cost of Goods Sold - Instead entire agreement.
215,2026-09-11,SE001,3000,9073.46,NOK,DOC-2026-000215,Product Sales - Husband box major none.
216,2025-08-06,SE001,5000,-1032.6,NOK,DOC-2025-000216,Salaries & Wages - Run edge church purpose.
217,2026-01-09,NO001,5200,-3649.86,NOK,DOC-2026-000217,Marketing Expense - Production get former.
218,2026-11-05,EC_NO,5200,-5098.28,NOK,DOC-2026-000218,Marketing Expense - Another turn even.
219,2025-07-12,NO003,5200,-4123.57,NOK,DOC-2025-000219,Marketing Expense - Hour television top.
220,2026-04-03,SE002,5100,-8231.57,NOK,DOC-2026-000220,Rent Expense - There idea number.
221,2025-08-01,NO003,3000,2771.57,NOK,DOC-2025-000221,Product Sales - Your whom more.
222,2026-01-21,SE002,7000,-4736.37,NOK,DOC-2026-000222,Interest Expense - Serve.
223,2026-10-10,SE002,5100,-8348.47,NOK,DOC-2026-000223,Rent Expense - And industry.
224,2025-12-23,EC_NO,4000,-7433.83,NOK,DOC-2025-000224,Cost of Goods Sold - Of you.
225,2025-03-29,EC_SE,5200,-8346.88,NOK,DOC-2025-000225,Marketing Expense - Couple light ever.
226,2026-09-01,NO003,7000,-2649.68,NOK,DOC-2026-000226,Interest Expense - College.
227,2026-01-27,SE001,5100,-8966.48,NOK,DOC-2026-000227,Rent Expense - New worker blood strong.
228,2025-11-18,EC_SE,3000,11424.56,NOK,DOC-2025-000228,Product Sales - Respond politics among prevent.
229,2025-07-07,NO002,3000,4643.93,NOK,DOC-2025-000229,Product Sales - Modern way admit.
230,2026-07-10,EC_NO,4000,-3126.43,NOK,DOC-2026-000230,Cost of Goods Sold - All account.
231,2026-10-02,EC_SE,4000,-874.82,NOK,DOC-2026-000231,Cost of Goods Sold - About prevent.
232,2025-07-29,SE002,5200,-7429.55,NOK,DOC-2025-000232,Marketing Expense - Reality down.
233,2026-02-16,EC_NO,3000,9020.29,NOK,DOC-2026-000233,Product Sales - Recognize century understand.
234,2025-09-13,NO001,7000,-8780.18,NOK,DOC-2025-000234,Interest Expense - Education wind compare sister.
235,2025-09-17,SE001,5000,-2533.03,NOK,DOC-2025-000235,Salaries & Wages - Suddenly president.
236,2026-09-08,SE002,5000,-640.08,NOK,DOC-2026-000236,Salaries & Wages - Because woman argue.
237,2025-12-15,NO001,4000,-4895.28,NOK,DOC-2025-000237,Cost of Goods Sold - Standard arrive focus office.
238,2026-06-21,NO003,3000,1404.27,NOK,DOC-2026-000238,Product Sales - Seven those level.
239,2026-11-23,EC_SE,7000,-8846.9,NOK,DOC-2026-000239,Interest Expense - Change and realize.
240,2025-09-04,NO001,5000,-568.65,NOK,DOC-2025-000240,Salaries & Wages - Election look end.
241,2025-03-11,SE001,3000,4846.13,NOK,DOC-2025-000241,Product Sales - Poor free try.
242,2025-06-09,NO003,7000,-5566.88,NOK,DOC-2025-000242,Interest Expense - Culture strong.
243,2026-08-11,NO003,5100,-5570.57,NOK,DOC-2026-000243,Rent Expense - Form story.
244,2025-06-06,EC_SE,5200,-3300.99,NOK,DOC-2025-000244,Marketing Expense - Lead big.
245,2025-10-02,EC_SE,5200,-4286.55,NOK,DOC-2025-000245,Marketing Expense - Happen magazine.
246,2025-09-24,EC_SE,4000,-4177.39,NOK,DOC-2025-000246,Cost of Goods Sold - Laugh audience.
247,2025-08-13,NO001,3000,7965.11,NOK,DOC-2025-000247,Product Sales - According cultural.
248,2026-05-12,NO003,7000,-880.35,NOK,DOC-2026-000248,Interest Expense - Film everything.
249,2025-04-06,NO003,5200,-8081.88,NOK,DOC-2025-000249,Marketing Expense - Thought talk wish.
250,2025-08-08,EC_NO,3000,7166.87,NOK,DOC-2025-000250,Product Sales - Final level.
251,2026-11-18,EC_SE,5000,-8337.0,NOK,DOC-2026-000251,Salaries & Wages - Leg strong sometimes suggest.
252,2025-03-10,EC_NO,5000,-1790.51,NOK,DOC-2025-000252,Salaries & Wages - Hold ahead sign.
253,2026-04-21,NO001,5200,-8598.74,NOK,DOC-2026-000253,Marketing Expense - Network full.
254,2026-04-27,SE001,7000,-3329.55,NOK,DOC-2026-000254,Interest Expense - Research add bill.
255,2026-12-11,EC_SE,4000,-2687.3,NOK,DOC-2026-000255,Cost of Goods Sold - Edge form offer.
256,2025-12-23,SE001,5200,-6646.89,NOK,DOC-2025-000256,Marketing Expense - Prevent adult language.
257,2025-11-02,NO002,5100,-651.38,NOK,DOC-2025-000257,Rent Expense - Knowledge call.
258,2025-09-14,NO003,5100,-8136.32,NOK,DOC-2025-000258,Rent Expense - Phone free book yard.
259,2025-10-08,SE002,5200,-7798.44,NOK,DOC-2025-000259,Marketing Expense - Career management.
260,2025-07-04,EC_NO,3000,6253.18,NOK,DOC-2025-000260,Product Sales - Again cell practice.
261,2025-12-31,NO001,3000,8941.81,NOK,DOC-2025-000261,Product Sales - My sometimes.
262,2026-06-28,NO001,5000,-8741.99,NOK,DOC-2026-000262,Salaries & Wages - Statement move first.
263,2025-06-22,NO002,4000,-8960.44,NOK,DOC-2025-000263,Cost of Goods Sold - Partner.
264,2025-04-08,EC_SE,5000,-8683.23,NOK,DOC-2025-000264,Salaries & Wages - Event teach.
265,2026-12-08,SE001,5100,-775.29,NOK,DOC-2026-000265,Rent Expense - Phone wrong sit.
266,2026-02-20,NO001,5200,-7976.77,NOK,DOC-2026-000266,Marketing Expense - President night finally same.
267,2026-12-13,EC_NO,7000,-8591.31,NOK,DOC-2026-000267,Interest Expense - Perform pretty music.
268,2025-02-02,NO001,5100,-7582.27,NOK,DOC-2025-000268,Rent Expense - Member.
269,2026-11-30,SE001,5100,-4029.6,NOK,DOC-2026-000269,Rent Expense - Marriage six.
270,2025-10-26,NO002,3000,7260.71,NOK,DOC-2025-000270,Product Sales - Exactly bag discover Congress.
